Country Name,Country Code,Series Name,Series Code,2019 [YR2019],2020 [YR2020],2021 [YR2021],2022 [YR2022],2023 [YR2023]
Qatar,QAT,Net barter terms of trade index (2015 = 100),TT.PRI.MRCH.XD.WD,87.0697085152,68.2070572704,155.7932154503,..,..
Qatar,QAT,"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,..,..,..,..,..
Qatar,QAT,Total debt service (% of GNI),DT.TDS.DECT.GN.ZS,..,..,..,..,..
Qatar,QAT,Net migration,SM.POP.NETM,15493,-163999,-30801,0,0
Qatar,QAT,"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,11963736263.7363,10112087912.0879,10966208791.2088,12285714285.7143,11773901098.9011
Qatar,QAT,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,-2812637362.63736,-2434065934.06593,-1093406593.40659,76098901.098901,-474175824.175824
Qatar,QAT,Net ODA received per capita (current US$),DT.ODA.ODAT.PC.ZS,..,..,..,..,..
Romania,ROU,"Population, total",SP.POP.TOTL,19371648,19265250,19122059,19047009,19056116
Romania,ROU,Population growth (annual %),SP.POP.GROW,-0.526814821936341,-0.550759892541776,-0.746036478523061,-0.393250873813944,0.047801854432771
Romania,ROU,Surface area (sq. km),AG.SRF.TOTL.K2,238400,238400,238400,..,..
Romania,ROU,Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,23.4,22.5,21.2,..,..
Romania,ROU,"GNI, Atlas method (current US$)",NY.GNP.ATLS.CD,245520388459.625,244853749505.987,271395527373.777,295020142600.778,317742978819.226
Romania,ROU,"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,12670,12710,14190,15490,16670
Romania,ROU,"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,640662089555.238,650699909801.76,711498306960.858,793992459334.131,888342340482.918
Romania,ROU,"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,33070,33780,37210,41690,46620
Romania,ROU,Income share held by lowest 20%,SI.DST.FRST.20,5.7,5.6,6,..,..
Romania,ROU,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,75.6073170731707,74.2536585365854,72.809756097561,75.3048780487805,..
Romania,ROU,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,1.77,1.8,1.81,1.81,..
Romania,ROU,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,37.09,36.763,36.376,35.423,..
Romania,ROU,"Contraceptive prevalence, any method (% of married women ages 15-49)",SP.DYN.CONU.ZS,..,..,..,..,..
Romania,ROU,Births attended by skilled health staff (% of total),SH.STA.BRTC.ZS,91.5,93,..,..,..
Romania,ROU,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,6.8,6.5,6.5,6.8,..
Romania,ROU,"Prevalence of underweight, weight for age (% of children under 5)",SH.STA.MALN.ZS,..,..,..,..,..
Romania,ROU,"Immunization, measles (% of children ages 12-23 months)",SH.IMM.MEAS,90,87,86,83,..
Romania,ROU,"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,87.5534973144531,86.7099685668945,88.9321899414062,82.8644332885742,..
Romania,ROU,"School enrollment, secondary (% gross)",SE.SEC.ENRR,86.4074096679688,86.416877746582,86.1970901489258,83.0334701538086,..
Romania,ROU,"School enrollment, primary and secondary (gross), gender parity index (GPI)",SE.ENR.PRSC.FM.ZS,0.998179972171783,0.999409973621368,..,..,..
Romania,ROU,"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,0.1,0.1,0.1,0.1,..
Romania,ROU,Forest area (sq. km),AG.LND.FRST.K2,69290.5,69290.5,69290.5,..,..
Romania,ROU,"Water productivity, total (constant 2015 US$ GDP per cubic meter of total freshwater withdrawal)",ER.GDP.FWTL.M3.KD,33.9755204369975,32.7260670065545,..,..,..
Romania,ROU,Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,..,..,..,..,..
Romania,ROU,Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,..,..,..,..,..
Romania,ROU,GDP (current US$),NY.GDP.MKTP.CD,251017797625.017,251362514349.697,285810244501.933,298891515898.026,351002579629.67
Romania,ROU,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,3.85316383348211,-3.67751079121797,5.70889455766321,4.10702720241547,2.14847699574527
Romania,ROU,"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,6.80532496653751,4.10931518447222,5.445500855711,13.2010599153898,12.1651300078478
Romania,ROU,"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,4.42008259865203,4.17885403792064,4.7625923626626,3.79526703409452,3.93585888711017
Romania,ROU,"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,27.5918020264438,26.547935587499,26.0492857646243,28.1670671627423,27.5955316394068
Romania,ROU,Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,40.2001946616386,36.8765645791238,40.5909965757002,43.2737567768803,39.1269109550993
Romania,ROU,Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,44.3028663616078,41.1825487998703,46.262124189443,49.9541440675511,43.9094860453574
Romania,ROU,Gross capital formation (% of GDP),NE.GDI.TOTL.ZS,24.2887489746611,24.5341098754617,26.3137569593146,27.0585538725856,25.6553676711337
Romania,ROU,"Revenue, excluding grants (% of GDP)",GC.REV.XGRT.GD.ZS,20.3578209552859,20.2088245895008,21.072975312714,22.4513670933661,..
Romania,ROU,Start-up procedures to register a business (number),IC.REG.PROC,6,..,..,..,..
Romania,ROU,Market capitalization of listed domestic companies (% of GDP),CM.MKT.LCAP.GD.ZS,10.401772403009,10.1499541671937,11.2973137321471,9.69714041996713,..
Romania,ROU,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,1.83559871426307,2.00950429821317,1.86366582653499,1.73054506592533,..
Romania,ROU,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,116.1173683,116.1812357,118.6275646,118.1071502,..
Romania,ROU,High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,11.0725654039519,11.9370325743063,11.4879334927403,11.6139339634163,..
Romania,ROU,Merchandise trade (% of GDP),TG.VAL.TOTL.GD.ZS,69.0847428512045,64.7869076347009,71.2329260117276,76.6723000856891,66.2456669820853
Romania,ROU,Net barter terms of trade index (2015 = 100),TT.PRI.MRCH.XD.WD,98.5447483705,100.1221801961,99.2666637982,..,..
Romania,ROU,"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,118298177700.6,142389651029,..,..,..
Romania,ROU,Total debt service (% of GNI),DT.TDS.DECT.GN.ZS,7.76847566244946,8.2187099615871,7.70885785112851,6.46661297047794,..
Romania,ROU,Net migration,SM.POP.NETM,-25453,-12724,-12724,916813,-254616
Romania,ROU,"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,485742404.266329,536805624.619408,642167674.33919,967442042.848554,1424172461.37397
Romania,ROU,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,7365441773.73218,3602418172.35716,11738217410.2111,11477511658.9305,8412976331.601
Romania,ROU,Net ODA received per capita (current US$),DT.ODA.ODAT.PC.ZS,..,..,..,..,..
Russian Federation,RUS,"Population, total",SP.POP.TOTL,145453291,145245148,144746762,144236933,143826130
Russian Federation,RUS,Population growth (annual %),SP.POP.GROW,0.037947213753429,-0.143202031827637,-0.343724409889771,-0.352843110363082,-0.285217600763343
Russian Federation,RUS,Surface area (sq. km),AG.SRF.TOTL.K2,17098250,17098250,17098250,..,..
Russian Federation,RUS,Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,12.3,12.1,11,..,..
Russian Federation,RUS,"GNI, Atlas method (current US$)",NY.GNP.ATLS.CD,1655618273843.79,1575000056325.93,1725858305661.34,1879408356849.03,2084758032219.64
Russian Federation,RUS,"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,11190,10660,11720,12810,14250
Russian Federation,RUS,"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,4434790959252.21,4542377364596.63,5598675743006.8,5884374758687.5,6366121121540.42
Russian Federation,RUS,"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,29990,30750,38030,40110,43510
Russian Federation,RUS,Income share held by lowest 20%,SI.DST.FRST.20,6.7,7.4,6.9,..,..
Russian Federation,RUS,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,73.0839024390244,71.3387804878049,69.900243902439,72.5456097560976,..
Russian Federation,RUS,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,1.504,1.505,1.505,1.416,..
Russian Federation,RUS,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,14.95,14.833,14.988,14.471,..
Russian Federation,RUS,"Contraceptive prevalence, any method (% of married women ages 15-49)",SP.DYN.CONU.ZS,..,..,..,..,..
Russian Federation,RUS,Births attended by skilled health staff (% of total),SH.STA.BRTC.ZS,99.7,99.6,..,..,..
Russian Federation,RUS,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,5.8,5.4,5.1,4.8,..
Russian Federation,RUS,"Prevalence of underweight, weight for age (% of children under 5)",SH.STA.MALN.ZS,..,..,..,..,..
Russian Federation,RUS,"Immunization, measles (% of children ages 12-23 months)",SH.IMM.MEAS,98,97,97,97,..
Russian Federation,RUS,"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,100.024337768555,..,..,..,..
Russian Federation,RUS,"School enrollment, secondary (% gross)",SE.SEC.ENRR,100.471740722656,92.7522506713867,93.3415603637695,93.9353866577148,92.4840469360352
Russian Federation,RUS,"School enrollment, primary and secondary (gross), gender parity index (GPI)",SE.ENR.PRSC.FM.ZS,0.979820013046265,..,..,..,..
Russian Federation,RUS,"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,..,..,..,..,..
Russian Federation,RUS,Forest area (sq. km),AG.LND.FRST.K2,8153116,8153116,8153116,..,..
Russian Federation,RUS,"Water productivity, total (constant 2015 US$ GDP per cubic meter of total freshwater withdrawal)",ER.GDP.FWTL.M3.KD,22.5478450648906,21.9495031594414,..,..,..
Russian Federation,RUS,Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,..,..,..,..,..
Russian Federation,RUS,Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,..,..,..,..,..
Russian Federation,RUS,GDP (current US$),NY.GDP.MKTP.CD,1693115002708.32,1493075894362.14,1843392293734.38,2266029240645.34,2021421476035.42
Russian Federation,RUS,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2.19807571335009,-2.65365450102773,5.61429037578345,-2.06971152527731,3.60000000000001
Russian Federation,RUS,"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,3.26313281881684,0.898246027195242,19.4115890615904,16.7152740606271,7.07360156603734
Russian Federation,RUS,"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,3.53030291392166,4.00635163401546,3.93760010064737,3.82076764376678,3.34855889106627
Russian Federation,RUS,"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,32.1504958365379,29.7171245814295,31.4020723783502,32.095536566696,30.6475345421976
Russian Federation,RUS,Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,28.4334306799759,25.5221855113549,29.7712144927837,28.0257191670312,23.0830029980002
Russian Federation,RUS,Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,20.7953229819275,20.4447226915578,20.4252266104753,15.2329856559408,18.7455221845073
Russian Federation,RUS,Gross capital formation (% of GDP),NE.GDI.TOTL.ZS,22.6615137722235,23.4558291480158,22.7091729296896,22.7929344845157,25.6976089444481
Russian Federation,RUS,"Revenue, excluding grants (% of GDP)",GC.REV.XGRT.GD.ZS,19.9116681857122,19.7869849087064,19.7742996999413,22.0626192764605,..
Russian Federation,RUS,Start-up procedures to register a business (number),IC.REG.PROC,4,..,..,..,..
Russian Federation,RUS,Market capitalization of listed domestic companies (% of GDP),CM.MKT.LCAP.GD.ZS,46.749301656053,46.530736489909,45.6685271421291,23.3935344033351,..
Russian Federation,RUS,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,3.86033750437073,4.17147890118067,3.7204513646667,4.05631633246717,..
Russian Federation,RUS,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,164.3876311,163.5893357,168.9847242,..,..
Russian Federation,RUS,High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,12.8731662900802,9.13401429438706,9.68811418338039,..,..
Russian Federation,RUS,Merchandise trade (% of GDP),TG.VAL.TOTL.GD.ZS,39.7844800218834,38.4185426987324,43.3094465412276,38.3302202999217,35.9994691175058
Russian Federation,RUS,Net barter terms of trade index (2015 = 100),TT.PRI.MRCH.XD.WD,109.3195554812,89.1523525963,115.2452309143,..,..
Russian Federation,RUS,"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,485793305491.7,460933940334.8,472158073713,376117000821.9,..
Russian Federation,RUS,Total debt service (% of GNI),DT.TDS.DECT.GN.ZS,5.86780210110381,7.55184382979699,5.5760009933165,4.5889660865015,..
Russian Federation,RUS,Net migration,SM.POP.NETM,333509,340711,320617,942445,-136414
Russian Federation,RUS,"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,22217240000,16872180000,16819550000,5786942080.69653,7422480840.20062
Russian Federation,RUS,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,31974770000,9478810000,40450000000,-39800944226.9806,-11132621498.8989
Russian Federation,RUS,Net ODA received per capita (current US$),DT.ODA.ODAT.PC.ZS,..,..,..,..,..
Rwanda,RWA,"Population, total",SP.POP.TOTL,12835028,13146362,13461888,13776698,14094683
Rwanda,RWA,Population growth (annual %),SP.POP.GROW,2.39079436618151,2.3967070500013,2.3717515483557,2.31160323907511,2.28190198384881
Rwanda,RWA,Surface area (sq. km),AG.SRF.TOTL.K2,26340,26340,26340,..,..
Rwanda,RWA,Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,..,..,..,..,..
Rwanda,RWA,"GNI, Atlas method (current US$)",NY.GNP.ATLS.CD,10439962305.3146,10011918736.1087,11249224786.8329,12775716164.8533,13853031884.8285
Rwanda,RWA,"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,810,760,840,930,980
Rwanda,RWA,"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,28841852803.0148,29159516515.3173,35729411965.4565,41340075652.3457,46432317941.4369
Rwanda,RWA,"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,2250,2220,2650,3000,3290
Rwanda,RWA,Income share held by lowest 20%,SI.DST.FRST.20,..,..,..,..,..
Rwanda,RWA,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,66.437,66.774,66.072,67.129,..
Rwanda,RWA,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,3.939,3.873,3.821,3.749,..
Rwanda,RWA,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,32.702,32.333,32.444,32.248,..
Rwanda,RWA,"Contraceptive prevalence, any method (% of married women ages 15-49)",SP.DYN.CONU.ZS,..,64.1,..,..,..
Rwanda,RWA,Births attended by skilled health staff (% of total),SH.STA.BRTC.ZS,..,94.2,..,..,..
Rwanda,RWA,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,42,40.5,39.2,38,..
Rwanda,RWA,"Prevalence of underweight, weight for age (% of children under 5)",SH.STA.MALN.ZS,..,7.7,..,..,..
Rwanda,RWA,"Immunization, measles (% of children ages 12-23 months)",SH.IMM.MEAS,96,94,87,96,..
Rwanda,RWA,"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,95.9773025512695,..,95.4018173217773,..,59.3042411804199
Rwanda,RWA,"School enrollment, secondary (% gross)",SE.SEC.ENRR,44.0778999328613,..,44.1820793151855,44.1547088623047,45.1251487731934
Rwanda,RWA,"School enrollment, primary and secondary (gross), gender parity index (GPI)",SE.ENR.PRSC.FM.ZS,1.00995004177094,..,1.02298998832703,..,..
Rwanda,RWA,"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,2.7,2.6,2.4,2.3,..
Rwanda,RWA,Forest area (sq. km),AG.LND.FRST.K2,2750,2760,2770,..,..
Rwanda,RWA,"Water productivity, total (constant 2015 US$ GDP per cubic meter of total freshwater withdrawal)",ER.GDP.FWTL.M3.KD,18.3188273523573,17.7008062152268,..,..,..
Rwanda,RWA,Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,..,..,..,..,..
Rwanda,RWA,Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,..,..,..,..,..
Rwanda,RWA,GDP (current US$),NY.GDP.MKTP.CD,10349299855.8404,10174387614.2558,11069280277.007,13316160803.5187,14097768647.6695
Rwanda,RWA,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,9.44739158975898,-3.37369377003786,10.8579671876279,8.15773440296567,8.24128696506683
Rwanda,RWA,"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,2.47116019800046,6.71185169031072,2.85750597200183,15.9144992066923,10.1301271245657
Rwanda,RWA,"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,23.5606352969085,26.6559177833377,24.0703110971808,24.8869749895607,27.0533066035708
Rwanda,RWA,"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,18.8647443478739,18.6382781947711,20.4051313284351,21.2695332444444,21.5202959032891
Rwanda,RWA,Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,21.8254493508994,19.3259420693955,19.5192429385294,22.4780610085416,25.4207036306093
Rwanda,RWA,Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,36.1502175415314,35.8620091784377,35.1190698656218,38.6670209976843,40.5633378769527
Rwanda,RWA,Gross capital formation (% of GDP),NE.GDI.TOTL.ZS,27.0287080044282,23.7346617936173,26.9691726447944,25.7418228654441,23.2858995611259
Rwanda,RWA,"Revenue, excluding grants (% of GDP)",GC.REV.XGRT.GD.ZS,18.213075520562,18.5456879355499,..,..,..
Rwanda,RWA,Start-up procedures to register a business (number),IC.REG.PROC,5,..,..,..,..
Rwanda,RWA,Market capitalization of listed domestic companies (% of GDP),CM.MKT.LCAP.GD.ZS,31.0573666312907,34.3376931610595,32.2744560675807,25.8683418653954,..
Rwanda,RWA,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,1.19677367403908,1.47218174247944,1.51203855994152,1.44995636096192,..
Rwanda,RWA,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,75.25147588,80.74026868,80.99152957,79.86005064,..
Rwanda,RWA,High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,10.7603863831491,7.55938499152092,5.10229979493008,4.78472979585672,..
Rwanda,RWA,Merchandise trade (% of GDP),TG.VAL.TOTL.GD.ZS,37.6837086017864,38.8229753942681,39.9845327721409,42.6549369882879,45.2270154188834
Rwanda,RWA,Net barter terms of trade index (2015 = 100),TT.PRI.MRCH.XD.WD,107.8630133981,118.7049029728,119.485383192,..,..
Rwanda,RWA,"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,6514940151.8,8193642650.5,9317675644.8,9690063879.9,..
Rwanda,RWA,Total debt service (% of GNI),DT.TDS.DECT.GN.ZS,3.24932676540021,2.85462312439161,5.71986526719138,2.67211719006617,..
Rwanda,RWA,Net migration,SM.POP.NETM,-11823,-1579,-6112,-8999,-8999
Rwanda,RWA,"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,72408226.7524806,55651082.7506537,73393716.7471408,91742926.2851846,94475608.4625525
Rwanda,RWA,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,263172335.23,152614120.95,211896128.856101,305101863.38,459166412.257306
Rwanda,RWA,Net ODA received per capita (current US$),DT.ODA.ODAT.PC.ZS,91.0227877412406,123.60910263734,98.821201475533,78.1624120880824,..
Samoa,WSM,"Population, total",SP.POP.TOTL,211905,214929,218764,222382,225681
Samoa,WSM,Population growth (annual %),SP.POP.GROW,1.04553544180183,1.41696799990075,1.76857821590665,1.64031006593833,1.47258738875474
Samoa,WSM,Surface area (sq. km),AG.SRF.TOTL.K2,2840,2840,2840,..,..
Samoa,WSM,Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,..,..,..,..,..
Samoa,WSM,"GNI, Atlas method (current US$)",NY.GNP.ATLS.CD,895730561.574858,860537831.979888,837847102.54235,813038297.439688,908197656.375622
Samoa,WSM,"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,4230,4000,3830,3660,4020
Samoa,WSM,"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,1338293410.36241,1319416997.4535,1310523086.50156,1311563715.90252,1488754127.67514
Samoa,WSM,"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,6320,6140,5990,5900,6600
Samoa,WSM,Income share held by lowest 20%,SI.DST.FRST.20,..,..,..,..,..
Samoa,WSM,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,72.157,72.768,72.767,72.598,..
Samoa,WSM,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,4.047,3.997,3.93,3.875,..
Samoa,WSM,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,45.195,44.192,43.589,43.766,..
Samoa,WSM,"Contraceptive prevalence, any method (% of married women ages 15-49)",SP.DYN.CONU.ZS,..,16.6,..,..,..
Samoa,WSM,Births attended by skilled health staff (% of total),SH.STA.BRTC.ZS,..,88.9,..,..,..
Samoa,WSM,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,20.3,17.1,16.6,16.1,..
Samoa,WSM,"Prevalence of underweight, weight for age (% of children under 5)",SH.STA.MALN.ZS,3.4,..,..,..,..
Samoa,WSM,"Immunization, measles (% of children ages 12-23 months)",SH.IMM.MEAS,96,66,62,82,..
Samoa,WSM,"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,104.079582214355,101.838447570801,100.452659606934,103.640686035156,101.342399597168
Samoa,WSM,"School enrollment, secondary (% gross)",SE.SEC.ENRR,..,..,..,..,..
Samoa,WSM,"School enrollment, primary and secondary (gross), gender parity index (GPI)",SE.ENR.PRSC.FM.ZS,..,..,..,..,..
Samoa,WSM,"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,..,..,..,..,..
Samoa,WSM,Forest area (sq. km),AG.LND.FRST.K2,1621.5,1616.7,1611.9,..,..
Samoa,WSM,"Water productivity, total (constant 2015 US$ GDP per cubic meter of total freshwater withdrawal)",ER.GDP.FWTL.M3.KD,..,..,..,..,..
Samoa,WSM,Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,..,..,..,..,..
Samoa,WSM,Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,..,..,..,..,..
Samoa,WSM,GDP (current US$),NY.GDP.MKTP.CD,912950466.064906,868898358.266437,843923638.733018,832945205.637185,934100336.275654
Samoa,WSM,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,4.45185891688691,-3.10844401053139,-7.07883094291508,-5.30629089966979,7.99198264387498
Samoa,WSM,"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,1.49948619479095,1.22360923994052,-0.401252917375643,5.63837728809762,8.83051928597354
Samoa,WSM,"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,9.10454875149409,9.53628221636978,9.85279056927427,9.99264987474928,11.0218971205176
Samoa,WSM,"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,11.9596393238611,11.1223756527207,11.1297573849708,11.4247607937656,10.9555861693226
Samoa,WSM,Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,35.033330142378,29.1959598665689,11.6856900452437,12.2663826209512,28.8828084791291
Samoa,WSM,Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,48.2977494392677,48.2876401292505,49.2031956067828,52.7167977064992,62.1746698596398
Samoa,WSM,Gross capital formation (% of GDP),NE.GDI.TOTL.ZS,33.6525195214504,33.1912024522525,34.8951906503269,34.8127570452985,37.2577173373477
Samoa,WSM,"Revenue, excluding grants (% of GDP)",GC.REV.XGRT.GD.ZS,32.1702408328929,31.215466284407,32.2850504855278,..,..
Samoa,WSM,Start-up procedures to register a business (number),IC.REG.PROC,4,..,..,..,..
Samoa,WSM,Market capitalization of listed domestic companies (% of GDP),CM.MKT.LCAP.GD.ZS,..,..,..,..,..
Samoa,WSM,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,..,..,..,..,..
Samoa,WSM,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,39.6404049,32.10362492,31.54083853,60.40057199,..
Samoa,WSM,High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,2.2790136566569,..,1.0752843011372,..,..
Samoa,WSM,Merchandise trade (% of GDP),TG.VAL.TOTL.GD.ZS,48.1953858785498,40.1658026718222,47.0421708528056,57.8669517199851,54.5979891232475
Samoa,WSM,Net barter terms of trade index (2015 = 100),TT.PRI.MRCH.XD.WD,102.2209504795,102.6138306416,101.2080261032,..,..
Samoa,WSM,"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,434855300.1,477180399.1,493266400.9,459273052.2,..
Samoa,WSM,Total debt service (% of GNI),DT.TDS.DECT.GN.ZS,4.11913974225405,2.93082097456473,2.16082088591578,4.73508815573005,..
Samoa,WSM,Net migration,SM.POP.NETM,-2469,-1060,-882,-1500,-1500
Samoa,WSM,"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,19773166.0639656,21124520.6539397,25873304.3769797,27028757.5144267,32477071.8944955
Samoa,WSM,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,-2178815.55211666,4426082.01552919,8948924.65459641,4800455.46477421,2395914.9760041
Samoa,WSM,Net ODA received per capita (current US$),DT.ODA.ODAT.PC.ZS,583.846540764508,775.930676048653,385.895294330627,567.806731853594,..
San Marino,SMR,"Population, total",SP.POP.TOTL,34178,34007,33745,33660,33642
San Marino,SMR,Population growth (annual %),SP.POP.GROW,0.0643896179357351,-0.501577644647767,-0.773412758286969,-0.252206943270995,-0.053490239306932
San Marino,SMR,Surface area (sq. km),AG.SRF.TOTL.K2,60,60,60,..,..
San Marino,SMR,Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,..,..,..,..,..
San Marino,SMR,"GNI, Atlas method (current US$)",NY.GNP.ATLS.CD,1517264505.83301,1409719421.74067,1590141534.25577,..,..
San Marino,SMR,"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,44390,41450,47120,..,..
San Marino,SMR,"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,1822926993.08252,1733083589.83558,1991681300.20018,..,..
San Marino,SMR,"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,53340,50960,59020,..,..
San Marino,SMR,Income share held by lowest 20%,SI.DST.FRST.20,..,..,..,..,..
San Marino,SMR,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,..,..,..,..,..
San Marino,SMR,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,..,..,..,..,..
San Marino,SMR,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,3.489,3.655,3.751,3.65,..
San Marino,SMR,"Contraceptive prevalence, any method (% of married women ages 15-49)",SP.DYN.CONU.ZS,..,..,..,..,..
San Marino,SMR,Births attended by skilled health staff (% of total),SH.STA.BRTC.ZS,..,..,..,..,..
San Marino,SMR,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,1.6,1.6,1.5,1.5,..
